cod;progr;stazione;quota;data;ora;parametro;codice
002074;900;MASSAZZA;226;22-DEC-16;5.30;282;DIRV
002074;900;MASSAZZA;226;22-DEC-16;5.30;1,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;5.40;295;DIRV
002074;900;MASSAZZA;226;22-DEC-16;5.40;1,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;5.50;286;DIRV
002074;900;MASSAZZA;226;22-DEC-16;5.50;2;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.00;289;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.00;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.10;294;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.10;2,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.20;309;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.20;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.30;311;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.30;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.40;306;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.40;2,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;6.50;296;DIRV
002074;900;MASSAZZA;226;22-DEC-16;6.50;3,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.00;282;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.00;2,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.10;278;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.10;2,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.20;294;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.20;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.30;307;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.30;2,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.40;303;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.40;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;7.50;297;DIRV
002074;900;MASSAZZA;226;22-DEC-16;7.50;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.00;281;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.00;3;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.10;282;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.10;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.20;312;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.20;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.30;327;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.30;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.40;309;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.40;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;8.50;310;DIRV
002074;900;MASSAZZA;226;22-DEC-16;8.50;0,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.00;308;DIRV
002074;900;MASSAZZA;226;22-DEC-16;9.00;0,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.10;312;DIRV
002074;900;MASSAZZA;226;22-DEC-16;9.10;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.20;308;DIRV
002074;900;MASSAZZA;226;22-DEC-16;9.20;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.30;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.40;105;DIRV
002074;900;MASSAZZA;226;22-DEC-16;9.40;0,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;9.50;134;DIRV
002074;900;MASSAZZA;226;22-DEC-16;9.50;0,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.00;139;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.00;0,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.10;154;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.10;0,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.20;180;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.20;0,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.30;138;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.30;0,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.40;133;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.40;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;10.50;125;DIRV
002074;900;MASSAZZA;226;22-DEC-16;10.50;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.00;127;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.00;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.10;122;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.10;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.20;114;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.20;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.30;117;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.30;1,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.40;125;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.40;0,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;11.50;135;DIRV
002074;900;MASSAZZA;226;22-DEC-16;11.50;1,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.00;143;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.00;1,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.10;121;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.10;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.20;114;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.20;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.30;104;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.30;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.40;127;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.40;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;12.50;133;DIRV
002074;900;MASSAZZA;226;22-DEC-16;12.50;1,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.00;120;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.00;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.10;113;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.10;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.20;110;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.20;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.30;106;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.30;2,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.40;106;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.40;3;VELV
002074;900;MASSAZZA;226;22-DEC-16;13.50;88;DIRV
002074;900;MASSAZZA;226;22-DEC-16;13.50;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.00;98;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.00;2;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.10;87;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.10;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.20;81;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.20;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.30;81;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.30;2,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.40;74;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.40;2,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;14.50;70;DIRV
002074;900;MASSAZZA;226;22-DEC-16;14.50;2,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.00;67;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.00;2,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.10;63;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.10;2;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.20;56;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.20;1,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.30;46;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.30;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.40;45;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.40;1,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;15.50;2;DIRV
002074;900;MASSAZZA;226;22-DEC-16;15.50;1;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.00;359;DIRV
002074;900;MASSAZZA;226;22-DEC-16;16.00;1;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.10;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.20;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.30;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.40;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;16.50;345;DIRV
002074;900;MASSAZZA;226;22-DEC-16;16.50;0,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.00;0;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.10;294;DIRV
002074;900;MASSAZZA;226;22-DEC-16;17.10;1,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.20;294;DIRV
002074;900;MASSAZZA;226;22-DEC-16;17.20;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.30;319;DIRV
002074;900;MASSAZZA;226;22-DEC-16;17.30;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.40;302;DIRV
002074;900;MASSAZZA;226;22-DEC-16;17.40;1,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;17.50;302;DIRV
002074;900;MASSAZZA;226;22-DEC-16;17.50;1,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.00;316;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.00;0,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.10;339;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.10;0,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.20;320;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.20;0,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.30;344;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.30;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.40;339;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.40;0,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;18.50;301;DIRV
002074;900;MASSAZZA;226;22-DEC-16;18.50;1,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.00;288;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.00;2;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.10;286;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.10;2;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.20;277;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.20;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.30;297;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.30;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.40;314;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.40;1,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;19.50;285;DIRV
002074;900;MASSAZZA;226;22-DEC-16;19.50;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.00;283;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.00;2,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.10;311;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.10;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.20;316;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.20;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.30;312;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.30;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.40;298;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.40;2,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;20.50;301;DIRV
002074;900;MASSAZZA;226;22-DEC-16;20.50;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.00;276;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.00;2,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.10;302;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.10;2,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.20;303;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.20;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.30;317;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.30;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.40;311;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.40;1,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;21.50;294;DIRV
002074;900;MASSAZZA;226;22-DEC-16;21.50;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.00;287;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.00;1,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.10;300;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.10;0,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.20;291;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.20;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.30;287;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.30;1,8;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.40;305;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.40;1,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;22.50;300;DIRV
002074;900;MASSAZZA;226;22-DEC-16;22.50;1,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.00;290;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.00;2,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.10;290;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.10;2,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.20;302;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.20;2,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.30;328;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.30;1;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.40;341;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.40;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;23.50;300;DIRV
002074;900;MASSAZZA;226;22-DEC-16;23.50;2,5;VELV
002012;900;OROPA                1;186;22-DEC-16;0.00;308;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.00;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;0.10;309;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.10;3,8;VELV
002012;900;OROPA                1;186;22-DEC-16;0.20;308;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.20;4;VELV
002012;900;OROPA                1;186;22-DEC-16;0.30;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.30;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;0.40;313;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.40;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;0.50;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;0.50;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;1.00;308;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.00;4;VELV
002012;900;OROPA                1;186;22-DEC-16;1.10;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.10;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;1.20;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.20;4;VELV
002012;900;OROPA                1;186;22-DEC-16;1.30;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.30;4;VELV
002012;900;OROPA                1;186;22-DEC-16;1.40;311;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.40;4;VELV
002012;900;OROPA                1;186;22-DEC-16;1.50;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;1.50;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;2.00;311;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.00;4;VELV
002012;900;OROPA                1;186;22-DEC-16;2.10;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.10;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;2.20;311;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.20;4,2;VELV
002012;900;OROPA                1;186;22-DEC-16;2.30;314;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.30;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;2.40;313;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.40;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;2.50;313;DIRV
002012;900;OROPA                1;186;22-DEC-16;2.50;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;3.00;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.00;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;3.10;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.10;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;3.20;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.20;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;3.30;309;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.30;3,9;VELV
002012;900;OROPA                1;186;22-DEC-16;3.40;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.40;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;3.50;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;3.50;4,2;VELV
002012;900;OROPA                1;186;22-DEC-16;4.00;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.00;4,3;VELV
002012;900;OROPA                1;186;22-DEC-16;4.10;313;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.10;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;4.20;313;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.20;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;4.30;312;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.30;4,2;VELV
002012;900;OROPA                1;186;22-DEC-16;4.40;314;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.40;4,2;VELV
002012;900;OROPA                1;186;22-DEC-16;4.50;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;4.50;4,2;VELV
002012;900;OROPA                1;186;22-DEC-16;5.00;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.00;4;VELV
002012;900;OROPA                1;186;22-DEC-16;5.10;306;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.10;3,4;VELV
002012;900;OROPA                1;186;22-DEC-16;5.20;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.20;3,6;VELV
002012;900;OROPA                1;186;22-DEC-16;5.30;310;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.30;3,8;VELV
002012;900;OROPA                1;186;22-DEC-16;5.40;306;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.40;3,7;VELV
002012;900;OROPA                1;186;22-DEC-16;5.50;307;DIRV
002012;900;OROPA                1;186;22-DEC-16;5.50;3,8;VELV
002012;900;OROPA                1;186;22-DEC-16;6.00;309;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.00;3,7;VELV
002012;900;OROPA                1;186;22-DEC-16;6.10;305;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.10;4;VELV
002012;900;OROPA                1;186;22-DEC-16;6.20;307;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.20;3,8;VELV
002012;900;OROPA                1;186;22-DEC-16;6.30;308;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.30;4;VELV
002012;900;OROPA                1;186;22-DEC-16;6.40;309;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.40;4;VELV
002012;900;OROPA                1;186;22-DEC-16;6.50;308;DIRV
002012;900;OROPA                1;186;22-DEC-16;6.50;4,1;VELV
002012;900;OROPA                1;186;22-DEC-16;7.00;307;DIRV
002012;900;OROPA                1;186;22-DEC-16;7.00;3,8;VELV
002012;900;OROPA                1;186;22-DEC-16;7.10;307;DIRV
