cod;progr;stazione;quota;data;ora;parametro;codice
002074;900;MASSAZZA;226;22-DEC-16;2.40;270;DIRV
002074;900;MASSAZZA;226;22-DEC-16;2.40;2,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;2.50;302;DIRV
002074;900;MASSAZZA;226;22-DEC-16;2.50;1,7;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.00;286;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.00;2,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.10;277;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.10;3;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.20;275;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.20;2,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.30;279;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.30;2,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.40;284;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.40;2,4;VELV
002074;900;MASSAZZA;226;22-DEC-16;3.50;287;DIRV
002074;900;MASSAZZA;226;22-DEC-16;3.50;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.00;303;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.00;2,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.10;313;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.10;1,1;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.20;295;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.20;0,6;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.30;4;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.30;0,3;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.40;344;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.40;1,5;VELV
002074;900;MASSAZZA;226;22-DEC-16;4.50;338;DIRV
002074;900;MASSAZZA;226;22-DEC-16;4.50;1,2;VELV
002074;900;MASSAZZA;226;22-DEC-16;5.00;345;DIRV
002074;900;MASSAZZA;226;22-DEC-16;5.00;0,9;VELV
002074;900;MASSAZZA;226;22-DEC-16;5.20;245;DIRV
002074;900;MASSAZZA;226;22-DEC-16;5.20;0,6;VELV
