Data;Ora;μg/m3
03/05/2016;04.51.52;1,07
03/05/2016;04.52.52;1,03
03/05/2016;04.53.52;1,01
03/05/2016;04.54.52;1,01
03/05/2016;04.55.52;1,09
03/05/2016;04.56.52;1,12
03/05/2016;04.57.52;1,03
03/05/2016;04.58.52;1,05
03/05/2016;04.59.52;1,08
03/05/2016;05.00.52;1,10
03/05/2016;05.01.52;1,06
03/05/2016;05.02.53;1,07
03/05/2016;05.03.52;0,99
03/05/2016;05.04.52;0,99
03/05/2016;05.05.52;1,06
03/05/2016;05.06.52;1,05
03/05/2016;05.07.53;1,15
03/05/2016;05.08.52;1,11
03/05/2016;05.09.52;1,16
03/05/2016;05.10.52;1,13
03/05/2016;05.11.52;1,00
03/05/2016;05.12.53;1,03
03/05/2016;05.13.52;1,05
03/05/2016;05.14.53;1,03
03/05/2016;05.15.52;1,07
03/05/2016;05.16.52;1,08
03/05/2016;05.17.53;1,05
03/05/2016;05.18.53;1,10
03/05/2016;05.19.52;0,95
03/05/2016;05.20.52;1,15
03/05/2016;05.21.52;1,14
03/05/2016;05.22.52;1,14
03/05/2016;05.23.52;1,11
03/05/2016;05.24.52;1,04
03/05/2016;05.25.52;1,04
03/05/2016;05.26.52;1,01
03/05/2016;05.27.52;1,06
03/05/2016;05.28.52;1,05
03/05/2016;05.29.52;1,23
03/05/2016;05.30.52;0,99
03/05/2016;05.31.52;1,06
03/05/2016;05.32.52;1,07
03/05/2016;05.33.52;1,17
03/05/2016;05.34.52;1,07
03/05/2016;05.35.52;0,99
03/05/2016;05.36.52;1,13
03/05/2016;05.37.52;1,05
03/05/2016;05.38.52;1,08
03/05/2016;05.39.52;1,06
03/05/2016;05.40.52;1,07
03/05/2016;05.41.52;1,14
03/05/2016;05.42.52;1,07
03/05/2016;05.43.52;1,01
03/05/2016;05.44.52;1,13
03/05/2016;05.45.52;1,21
03/05/2016;05.46.53;0,97
03/05/2016;05.47.52;0,98
03/05/2016;05.48.52;1,01
03/05/2016;05.49.52;1,06
03/05/2016;05.50.52;1,01
03/05/2016;05.51.52;0,96
03/05/2016;05.52.52;0,97
03/05/2016;05.53.52;0,99
03/05/2016;05.54.52;1,07
03/05/2016;05.55.52;1,08
03/05/2016;05.56.52;1,04
03/05/2016;05.57.52;1,10
03/05/2016;05.58.52;0,94
03/05/2016;05.59.52;0,96
03/05/2016;06.00.52;1,00
03/05/2016;06.02.03;1,03
03/05/2016;06.02.52;0,94
03/05/2016;06.03.52;1,06
03/05/2016;06.04.52;1,06
03/05/2016;06.05.52;1,01
03/05/2016;06.06.52;1,08
03/05/2016;06.07.52;1,05
03/05/2016;06.08.52;1,02
03/05/2016;06.09.52;1,14
03/05/2016;06.10.52;1,11
03/05/2016;06.11.52;1,06
03/05/2016;06.12.52;1,06
03/05/2016;06.13.52;1,11
03/05/2016;06.14.53;0,96
03/05/2016;06.15.52;1,07
03/05/2016;06.16.52;1,05
03/05/2016;06.17.52;1,13
03/05/2016;06.18.52;1,07
03/05/2016;06.19.52;0,97
03/05/2016;06.20.52;1,03
03/05/2016;06.21.52;1,17
03/05/2016;06.22.52;1,05
03/05/2016;06.23.52;1,04
03/05/2016;06.24.52;1,03
03/05/2016;06.25.52;1,01
03/05/2016;06.26.52;1,09
03/05/2016;06.27.52;1,02
03/05/2016;06.28.52;1,09
03/05/2016;06.29.52;0,96
03/05/2016;06.30.52;1,14
03/05/2016;06.31.52;1,10
03/05/2016;06.32.52;1,08
03/05/2016;06.33.52;1,14
03/05/2016;06.34.52;1,12
03/05/2016;06.35.52;1,14
03/05/2016;06.36.52;1,02
03/05/2016;06.37.52;1,08
03/05/2016;06.38.52;1,24
03/05/2016;06.39.52;1,08
03/05/2016;06.40.52;1,09
03/05/2016;06.41.52;1,15
03/05/2016;06.42.52;1,18
03/05/2016;06.43.52;1,07
03/05/2016;06.44.52;1,03
03/05/2016;06.45.52;1,12
03/05/2016;06.46.52;1,04
03/05/2016;06.47.52;1,06
03/05/2016;06.48.52;1,13
03/05/2016;06.49.52;0,99
03/05/2016;06.50.52;1,07
03/05/2016;06.51.53;1,07
03/05/2016;06.52.52;1,11
03/05/2016;06.53.52;1,12
03/05/2016;06.54.52;0,99
03/05/2016;06.55.52;0,95
03/05/2016;06.56.52;1,05
03/05/2016;06.57.52;1,07
03/05/2016;06.58.52;1,12
03/05/2016;06.59.53;1,04
03/05/2016;07.00.52;1,06
03/05/2016;07.01.52;1,00
03/05/2016;07.02.52;1,11
03/05/2016;07.03.53;1,08
03/05/2016;07.04.52;1,12
03/05/2016;07.05.52;1,01
03/05/2016;07.06.52;1,02
03/05/2016;07.07.52;1,10
03/05/2016;07.08.52;1,06
03/05/2016;07.09.52;0,95
03/05/2016;07.10.52;1,04
03/05/2016;07.11.52;1,06
03/05/2016;07.12.52;1,13
03/05/2016;07.13.52;1,11
03/05/2016;07.14.52;1,16
03/05/2016;07.15.53;1,01
03/05/2016;07.16.52;0,96
03/05/2016;07.17.52;1,04
03/05/2016;07.18.52;1,16
03/05/2016;07.19.52;1,16
03/05/2016;07.20.52;1,02
03/05/2016;07.21.52;1,09
03/05/2016;07.22.52;1,09
03/05/2016;07.23.52;1,14
03/05/2016;07.24.52;1,06
03/05/2016;07.25.52;1,06
03/05/2016;07.26.52;1,05
03/05/2016;07.27.52;1,02
03/05/2016;07.28.52;1,10
03/05/2016;07.29.52;1,12
03/05/2016;07.30.52;1,00
03/05/2016;07.31.53;1,06
03/05/2016;07.32.52;1,04
03/05/2016;07.33.53;1,05
03/05/2016;07.34.52;1,11
03/05/2016;07.35.52;1,02
03/05/2016;07.36.52;0,97
03/05/2016;07.37.52;1,00
03/05/2016;07.38.52;1,03
03/05/2016;07.39.52;1,01
03/05/2016;07.40.52;0,93
03/05/2016;07.41.52;1,06
03/05/2016;07.42.52;1,06
03/05/2016;07.43.52;1,01
03/05/2016;07.44.52;1,07
03/05/2016;07.45.52;1,08
03/05/2016;07.46.52;1,03
03/05/2016;07.47.53;1,05
03/05/2016;07.48.52;1,05
03/05/2016;07.49.52;1,04
03/05/2016;07.50.52;0,95
03/05/2016;07.51.52;1,01
03/05/2016;07.52.53;1,02
03/05/2016;07.53.52;0,94
03/05/2016;07.54.52;1,05
03/05/2016;07.55.52;0,96
03/05/2016;07.56.52;1,00
03/05/2016;07.57.52;1,03
03/05/2016;07.58.52;1,00
03/05/2016;07.59.52;0,98
03/05/2016;08.00.52;1,08
03/05/2016;08.01.52;1,09
03/05/2016;08.02.52;1,09
03/05/2016;08.03.53;0,93
03/05/2016;08.04.52;0,95
03/05/2016;08.05.52;0,83
03/05/2016;08.06.52;0,92
03/05/2016;08.07.52;0,92
03/05/2016;08.08.52;0,97
03/05/2016;08.09.52;0,99
03/05/2016;08.10.52;1,04
03/05/2016;08.11.52;1,02
03/05/2016;08.12.52;0,96
03/05/2016;08.13.52;0,91
03/05/2016;08.14.52;0,99
03/05/2016;08.15.52;1,01
03/05/2016;08.16.52;0,93
03/05/2016;08.17.52;0,94
03/05/2016;08.18.52;0,99
03/05/2016;08.19.53;0,98
03/05/2016;08.20.52;0,89
03/05/2016;08.21.52;0,99
03/05/2016;08.22.52;0,88
03/05/2016;08.23.52;0,89
03/05/2016;08.24.52;0,95
03/05/2016;08.25.52;0,92
03/05/2016;08.26.52;0,99
03/05/2016;08.27.52;0,94
03/05/2016;08.28.52;1,01
03/05/2016;08.29.52;0,97
03/05/2016;08.30.52;0,93
03/05/2016;08.31.52;0,95
03/05/2016;08.32.52;0,95
03/05/2016;08.33.52;0,81
03/05/2016;08.34.52;0,87
03/05/2016;08.35.53;0,86
03/05/2016;08.36.52;0,99
03/05/2016;08.37.52;1,10
03/05/2016;08.38.52;0,91
03/05/2016;08.39.52;0,91
03/05/2016;08.40.52;0,91
03/05/2016;08.41.52;0,99
03/05/2016;08.42.52;1,00
03/05/2016;08.43.52;0,94
03/05/2016;08.44.52;0,94
03/05/2016;08.45.52;0,97
03/05/2016;08.46.52;1,04
03/05/2016;08.47.52;0,97
03/05/2016;08.48.52;1,00
03/05/2016;08.49.52;0,89
03/05/2016;08.50.52;0,99
03/05/2016;08.51.53;0,80
03/05/2016;08.52.52;0,90
03/05/2016;08.53.52;0,96
03/05/2016;08.54.52;0,90
03/05/2016;08.55.52;1,07
03/05/2016;08.56.52;1,01
03/05/2016;08.57.52;1,07
03/05/2016;08.58.52;1,06
03/05/2016;08.59.52;1,02
03/05/2016;09.00.52;1,12
03/05/2016;09.01.52;0,95
03/05/2016;09.02.52;0,95
03/05/2016;09.03.52;0,96
03/05/2016;09.04.52;0,88
03/05/2016;09.05.52;0,96
03/05/2016;09.06.52;1,02
03/05/2016;09.07.53;0,89
03/05/2016;09.08.52;0,90
03/05/2016;09.09.52;0,92
03/05/2016;09.10.52;0,86
03/05/2016;09.11.52;0,98
03/05/2016;09.12.52;0,99
03/05/2016;09.13.52;0,98
03/05/2016;09.14.52;0,90
03/05/2016;09.15.52;0,94
03/05/2016;09.16.52;1,06
03/05/2016;09.17.52;0,91
03/05/2016;09.18.52;0,82
03/05/2016;09.19.52;0,92
03/05/2016;09.20.52;1,01
03/05/2016;09.21.52;0,97
03/05/2016;09.22.52;1,09
03/05/2016;09.23.52;1,05
03/05/2016;09.24.52;0,88
03/05/2016;09.25.52;0,93
03/05/2016;09.26.52;0,97
03/05/2016;09.27.52;1,01
03/05/2016;09.28.52;0,85
03/05/2016;09.29.52;0,96
03/05/2016;09.30.52;0,99
03/05/2016;09.31.52;0,97
03/05/2016;09.32.52;0,94
03/05/2016;09.33.52;1,04
03/05/2016;09.34.52;0,92
03/05/2016;09.35.52;0,97
03/05/2016;09.36.52;0,93
03/05/2016;09.37.52;1,07
03/05/2016;09.38.52;1,04
03/05/2016;09.39.52;0,95
03/05/2016;09.40.52;1,00
03/05/2016;09.41.52;1,00
03/05/2016;09.42.52;1,05
03/05/2016;09.43.52;1,00
03/05/2016;09.44.52;1,05
03/05/2016;09.45.52;0,95
03/05/2016;09.46.52;0,94
03/05/2016;09.47.52;0,89
03/05/2016;09.48.52;1,06
03/05/2016;09.49.52;1,01
03/05/2016;09.52.52;0,98
03/05/2016;09.53.53;1,11
03/05/2016;09.54.52;0,96
03/05/2016;09.55.52;0,92
03/05/2016;09.56.52;0,94
03/05/2016;09.57.52;0,90
03/05/2016;09.58.52;0,90
03/05/2016;09.59.52;0,89
03/05/2016;10.00.52;0,90
03/05/2016;10.01.52;0,99
03/05/2016;10.02.52;1,04
03/05/2016;10.03.52;0,85
03/05/2016;10.04.52;0,91
03/05/2016;10.05.52;0,72
03/05/2016;10.06.52;0,76
03/05/2016;10.07.52;0,86
03/05/2016;10.08.52;0,81
03/05/2016;10.09.53;0,99
03/05/2016;10.10.52;0,98
03/05/2016;10.11.52;0,93
03/05/2016;10.12.52;0,81
03/05/2016;10.13.52;0,92
03/05/2016;10.14.52;0,85
03/05/2016;10.15.52;0,86
03/05/2016;10.16.52;0,90
03/05/2016;10.17.52;0,89
03/05/2016;10.18.52;0,88
03/05/2016;10.19.52;0,92
03/05/2016;10.20.52;0,98
03/05/2016;10.21.52;1,00
03/05/2016;10.22.52;0,97
03/05/2016;10.23.52;0,89
03/05/2016;10.24.52;0,74
03/05/2016;10.25.52;0,83
03/05/2016;10.26.52;0,92
03/05/2016;10.27.52;0,89
03/05/2016;10.28.52;0,86
03/05/2016;10.29.52;0,91
03/05/2016;10.30.52;0,90
03/05/2016;10.31.52;0,91
03/05/2016;10.32.52;0,87
03/05/2016;10.33.52;1,02
03/05/2016;10.34.52;0,90
03/05/2016;10.35.52;0,86
03/05/2016;10.36.52;0,86
03/05/2016;10.37.52;0,92
03/05/2016;10.38.52;0,91
03/05/2016;10.39.52;0,88
03/05/2016;10.40.52;0,90
03/05/2016;10.41.52;0,92
03/05/2016;10.42.52;0,98
03/05/2016;10.43.52;0,89
03/05/2016;10.44.52;0,89
03/05/2016;10.45.52;0,85
03/05/2016;10.46.52;0,88
03/05/2016;10.47.52;0,97
03/05/2016;10.48.52;0,97
03/05/2016;10.49.52;0,79
03/05/2016;10.50.52;0,92
03/05/2016;10.51.52;1,00
03/05/2016;10.52.52;1,04
03/05/2016;10.53.52;1,11
03/05/2016;10.54.52;1,07
03/05/2016;10.55.53;1,03
03/05/2016;10.56.53;1,01
03/05/2016;10.57.52;1,11
03/05/2016;10.58.52;1,12
03/05/2016;10.59.52;0,98
03/05/2016;11.00.52;0,93
03/05/2016;11.01.52;0,97
03/05/2016;11.02.52;0,98
03/05/2016;11.03.52;1,17
03/05/2016;11.04.52;1,13
03/05/2016;11.05.52;1,08
03/05/2016;11.06.52;1,10
03/05/2016;11.07.52;1,28
03/05/2016;11.08.52;1,10
03/05/2016;11.09.52;0,98
03/05/2016;11.10.52;1,01
03/05/2016;11.11.52;1,08
03/05/2016;11.12.53;1,14
03/05/2016;11.13.52;1,08
03/05/2016;11.14.52;1,20
03/05/2016;11.15.52;1,13
03/05/2016;11.16.52;0,98
03/05/2016;11.17.52;1,08
03/05/2016;11.18.52;1,02
03/05/2016;11.19.52;1,14
03/05/2016;11.20.52;1,11
03/05/2016;11.21.52;1,12
03/05/2016;11.22.52;1,03
03/05/2016;11.23.52;1,04
03/05/2016;11.24.52;1,08
03/05/2016;11.25.52;0,96
03/05/2016;11.26.52;1,00
03/05/2016;11.27.52;1,12
03/05/2016;11.28.53;1,20
03/05/2016;11.29.52;1,11
03/05/2016;11.30.52;1,21
03/05/2016;11.31.52;1,11
03/05/2016;11.32.52;1,16
03/05/2016;11.33.52;1,11
03/05/2016;11.34.53;1,15
03/05/2016;11.35.52;1,14
03/05/2016;11.36.52;1,16
03/05/2016;11.37.52;1,20
03/05/2016;11.38.52;0,99
03/05/2016;11.39.52;1,14
03/05/2016;11.40.52;1,10
03/05/2016;11.41.52;1,21
03/05/2016;11.42.52;1,12
03/05/2016;11.43.53;1,02
03/05/2016;11.44.52;1,09
03/05/2016;11.45.52;1,21
03/05/2016;11.46.52;1,17
03/05/2016;11.47.52;1,10
03/05/2016;11.48.52;1,05
03/05/2016;11.49.52;1,12
03/05/2016;11.50.52;1,23
03/05/2016;11.51.52;1,18
03/05/2016;11.52.52;1,16
03/05/2016;11.53.52;1,08
03/05/2016;11.54.52;1,15
03/05/2016;11.55.52;1,22
03/05/2016;11.56.52;1,22
03/05/2016;11.57.52;1,10
03/05/2016;11.58.52;1,28
03/05/2016;11.59.53;1,13
03/05/2016;12.00.52;1,16
03/05/2016;12.01.52;1,29
03/05/2016;12.02.52;1,31
03/05/2016;12.03.52;1,30
03/05/2016;12.04.52;1,26
03/05/2016;12.05.52;1,12
03/05/2016;12.06.52;1,17
03/05/2016;12.07.52;1,26
03/05/2016;12.08.52;1,22
03/05/2016;12.09.52;1,25
03/05/2016;12.10.52;1,22
03/05/2016;12.11.52;1,28
03/05/2016;12.12.52;1,21
03/05/2016;12.13.52;1,14
03/05/2016;12.14.52;1,22
03/05/2016;12.15.52;1,21
03/05/2016;12.16.52;1,20
03/05/2016;12.17.52;1,35
03/05/2016;12.18.52;1,14
03/05/2016;12.19.52;1,11
03/05/2016;12.20.53;1,24
03/05/2016;12.21.52;1,20
03/05/2016;12.22.52;1,12
03/05/2016;12.23.52;1,11
03/05/2016;12.24.52;1,22
03/05/2016;12.25.52;1,25
03/05/2016;12.26.52;1,21
03/05/2016;12.27.52;1,24
03/05/2016;12.28.52;1,22
03/05/2016;12.29.52;1,15
03/05/2016;12.30.52;1,21
03/05/2016;12.31.52;1,24
03/05/2016;12.32.52;1,26
03/05/2016;12.33.52;1,25
03/05/2016;12.34.52;1,28
03/05/2016;12.35.52;1,21
03/05/2016;12.36.53;1,26
03/05/2016;12.37.52;1,12
03/05/2016;12.38.52;1,25
03/05/2016;12.39.52;1,21
03/05/2016;12.40.52;1,11
03/05/2016;12.41.52;1,23
03/05/2016;12.42.52;1,26
03/05/2016;12.43.52;1,30
03/05/2016;12.44.52;1,24
03/05/2016;12.45.52;1,21
03/05/2016;12.46.53;1,16
03/05/2016;12.47.52;1,19
03/05/2016;12.48.52;1,16
03/05/2016;12.49.52;1,32
03/05/2016;12.50.52;1,28
03/05/2016;12.51.52;1,28
03/05/2016;12.52.52;1,27
03/05/2016;12.53.52;1,17
03/05/2016;12.54.52;1,15
03/05/2016;12.55.52;1,29
03/05/2016;12.56.52;1,27
03/05/2016;12.57.52;1,27
03/05/2016;12.58.52;1,38
03/05/2016;12.59.52;1,09
03/05/2016;13.00.52;1,27
03/05/2016;13.01.52;1,16
03/05/2016;13.02.52;1,23
03/05/2016;13.03.53;1,28
03/05/2016;13.04.52;1,07
03/05/2016;13.05.52;1,17
03/05/2016;13.06.52;1,09
03/05/2016;13.07.52;1,29
03/05/2016;13.08.52;1,39
03/05/2016;13.09.52;1,58
03/05/2016;13.10.52;1,46
03/05/2016;13.11.52;1,49
03/05/2016;13.12.52;1,31
03/05/2016;13.13.52;1,45
03/05/2016;13.14.52;1,40
03/05/2016;13.15.52;1,50
03/05/2016;13.16.52;1,55
03/05/2016;13.17.53;1,36
03/05/2016;13.18.52;1,44
03/05/2016;13.19.52;1,44
03/05/2016;13.20.52;1,46
03/05/2016;13.21.52;1,43
03/05/2016;13.22.52;1,49
03/05/2016;13.23.52;1,38
03/05/2016;13.24.52;1,44
03/05/2016;13.25.52;1,52
03/05/2016;13.26.52;1,48
03/05/2016;13.27.52;1,50
03/05/2016;13.28.53;1,37
03/05/2016;13.29.52;1,45
03/05/2016;13.30.53;1,29
03/05/2016;13.31.52;1,44
03/05/2016;13.32.52;1,44
03/05/2016;13.33.53;1,39
03/05/2016;13.34.52;1,49
03/05/2016;13.35.52;1,49
03/05/2016;13.36.52;1,57
03/05/2016;13.37.52;1,40
03/05/2016;13.38.52;1,46
03/05/2016;13.39.52;1,40
03/05/2016;13.40.52;1,47
03/05/2016;13.41.52;1,46
03/05/2016;13.42.52;1,49
03/05/2016;13.43.52;1,44
03/05/2016;13.44.52;1,53
03/05/2016;13.45.52;1,46
03/05/2016;13.46.52;1,39
03/05/2016;13.47.52;1,40
03/05/2016;13.48.52;1,52
03/05/2016;13.49.53;1,43
03/05/2016;13.50.52;1,37
03/05/2016;13.51.52;1,47
03/05/2016;13.52.52;1,56
03/05/2016;13.53.52;1,46
03/05/2016;13.54.52;1,60
03/05/2016;13.55.52;1,51
03/05/2016;13.56.52;1,43
03/05/2016;13.57.52;1,46
03/05/2016;13.58.53;1,36
03/05/2016;13.59.52;1,42
03/05/2016;14.00.53;1,41
03/05/2016;14.01.52;1,41
03/05/2016;14.02.52;1,49
03/05/2016;14.03.52;1,39
03/05/2016;14.04.52;1,43
03/05/2016;14.05.53;1,45
03/05/2016;14.06.52;1,46
03/05/2016;14.07.52;1,44
03/05/2016;14.08.52;1,49
03/05/2016;14.09.52;1,50
03/05/2016;14.10.52;1,60
03/05/2016;14.11.53;1,42
03/05/2016;14.12.52;1,40
03/05/2016;14.13.53;1,54
03/05/2016;14.14.52;1,56
03/05/2016;14.15.52;1,48
03/05/2016;14.16.53;1,56
03/05/2016;14.17.52;1,59
03/05/2016;14.18.52;1,57
03/05/2016;14.19.52;1,62
03/05/2016;14.20.52;1,64
03/05/2016;14.21.53;1,60
03/05/2016;14.22.52;1,61
03/05/2016;14.23.52;1,60
03/05/2016;14.24.52;1,48
03/05/2016;14.25.52;1,59
03/05/2016;14.26.52;1,60
03/05/2016;14.27.52;1,68
03/05/2016;14.28.52;1,56
03/05/2016;14.29.52;1,56
03/05/2016;14.30.53;1,54
03/05/2016;14.31.52;1,44
03/05/2016;14.32.52;1,60
03/05/2016;14.33.52;1,63
03/05/2016;14.34.52;1,49
03/05/2016;14.35.52;1,46
03/05/2016;14.36.53;1,50
03/05/2016;14.37.52;1,51
03/05/2016;14.38.52;1,51
03/05/2016;14.39.52;1,41
03/05/2016;14.40.52;1,51
03/05/2016;14.41.52;1,40
03/05/2016;14.42.52;1,56
03/05/2016;14.43.53;1,69
03/05/2016;14.44.52;1,51
03/05/2016;14.45.52;1,58
03/05/2016;14.46.52;1,57
03/05/2016;14.47.53;1,54
03/05/2016;14.48.52;1,51
03/05/2016;14.49.52;1,56
03/05/2016;14.50.52;1,54
03/05/2016;14.51.52;1,60
03/05/2016;14.52.52;1,64
03/05/2016;14.53.53;1,68
03/05/2016;14.54.52;1,52
03/05/2016;14.55.52;1,50
03/05/2016;14.56.52;1,50
03/05/2016;14.57.52;1,54
03/05/2016;14.58.52;1,66
03/05/2016;14.59.52;1,59
03/05/2016;15.00.52;1,49
03/05/2016;15.01.52;1,55
03/05/2016;15.02.52;1,48
03/05/2016;15.03.52;1,50
03/05/2016;15.04.52;1,56
03/05/2016;15.05.53;1,51
03/05/2016;15.06.52;1,44
03/05/2016;15.07.52;1,32
03/05/2016;15.08.52;1,47
03/05/2016;15.09.52;1,45
03/05/2016;15.10.52;1,60
03/05/2016;15.11.52;1,69
03/05/2016;15.12.52;1,85
03/05/2016;15.13.52;1,60
03/05/2016;15.14.52;1,60
03/05/2016;15.15.52;1,54
03/05/2016;15.16.52;1,63
03/05/2016;15.17.52;1,66
03/05/2016;15.18.52;1,59
03/05/2016;15.19.52;1,66
03/05/2016;15.20.52;1,47
03/05/2016;15.21.52;1,70
03/05/2016;15.22.53;1,63
03/05/2016;15.23.52;1,64
03/05/2016;15.24.52;1,58
03/05/2016;15.25.52;1,61
03/05/2016;15.26.52;1,80
03/05/2016;15.27.52;1,73
03/05/2016;15.28.52;1,75
03/05/2016;15.29.52;1,78
03/05/2016;15.30.52;1,79
03/05/2016;15.31.52;1,87
03/05/2016;15.32.52;1,65
03/05/2016;15.33.52;1,76
03/05/2016;15.34.53;1,65
03/05/2016;15.35.52;1,83
03/05/2016;15.36.52;1,94
03/05/2016;15.37.52;1,80
03/05/2016;15.38.52;1,61
03/05/2016;15.39.53;1,80
03/05/2016;15.40.52;1,80
03/05/2016;15.41.52;1,69
03/05/2016;15.42.52;1,85
03/05/2016;15.43.52;1,87
03/05/2016;15.44.53;1,87
03/05/2016;15.45.52;1,82
03/05/2016;15.46.52;1,80
03/05/2016;15.47.52;1,83
03/05/2016;15.48.52;1,86
03/05/2016;15.49.52;1,69
03/05/2016;15.50.52;1,77
03/05/2016;15.51.52;1,81
03/05/2016;15.52.52;1,88
03/05/2016;15.53.52;1,71
03/05/2016;15.54.52;1,62
03/05/2016;15.55.53;1,76
03/05/2016;15.56.52;1,81
03/05/2016;15.57.52;1,69
03/05/2016;15.58.52;1,82
03/05/2016;15.59.52;1,72
03/05/2016;16.00.52;1,68
03/05/2016;16.01.52;1,82
03/05/2016;16.02.52;1,87
03/05/2016;16.03.52;1,83
03/05/2016;16.04.52;1,72
03/05/2016;16.05.52;1,84
03/05/2016;16.06.52;1,70
03/05/2016;16.07.52;1,87
03/05/2016;16.08.53;1,70
03/05/2016;16.09.52;1,53
03/05/2016;16.10.52;1,76
03/05/2016;16.11.52;1,81
03/05/2016;16.12.52;1,76
03/05/2016;16.13.52;1,80
03/05/2016;16.14.52;1,91
03/05/2016;16.15.52;1,80
03/05/2016;16.16.52;1,80
03/05/2016;16.17.52;1,79
03/05/2016;16.18.52;1,63
03/05/2016;16.19.52;1,81
03/05/2016;16.20.52;1,84
03/05/2016;16.21.52;1,86
03/05/2016;16.22.52;1,83
03/05/2016;16.23.52;1,87
03/05/2016;16.24.52;1,84
03/05/2016;16.25.53;1,92
03/05/2016;16.26.53;1,87
03/05/2016;16.27.52;1,89
03/05/2016;16.28.52;1,93
03/05/2016;16.29.52;1,77
03/05/2016;16.30.52;1,90
03/05/2016;16.31.52;1,91
03/05/2016;16.32.52;2,02
03/05/2016;16.33.52;1,99
03/05/2016;16.34.52;2,05
03/05/2016;16.35.52;2,11
03/05/2016;16.36.52;2,08
03/05/2016;16.37.52;1,87
03/05/2016;16.38.52;1,97
03/05/2016;16.39.52;1,94
03/05/2016;16.40.52;1,97
03/05/2016;16.41.52;2,09
03/05/2016;16.42.53;2,05
03/05/2016;16.43.52;1,91
03/05/2016;16.44.52;2,04
03/05/2016;16.45.52;2,01
03/05/2016;16.46.52;1,83
03/05/2016;16.47.52;1,98
03/05/2016;16.48.52;2,00
03/05/2016;16.49.52;2,06
03/05/2016;16.50.52;2,04
03/05/2016;16.51.52;1,95
03/05/2016;16.52.52;2,00
03/05/2016;16.53.52;2,05
03/05/2016;16.54.52;1,95
03/05/2016;16.55.52;2,05
03/05/2016;16.56.52;2,05
03/05/2016;16.57.52;2,09
03/05/2016;16.58.53;2,11
03/05/2016;16.59.52;2,07
03/05/2016;17.00.52;2,09
03/05/2016;17.01.52;2,12
03/05/2016;17.02.52;2,08
03/05/2016;17.03.52;2,10
03/05/2016;17.04.52;2,03
03/05/2016;17.05.52;2,03
03/05/2016;17.06.52;2,19
03/05/2016;17.07.52;1,95
03/05/2016;17.08.52;2,01
03/05/2016;17.09.52;2,02
03/05/2016;17.10.52;2,10
03/05/2016;17.11.52;1,98
03/05/2016;17.12.52;2,00
03/05/2016;17.13.52;2,05
03/05/2016;17.14.53;2,02
03/05/2016;17.15.52;2,13
03/05/2016;17.16.52;2,06
03/05/2016;17.17.52;1,95
03/05/2016;17.18.52;2,20
03/05/2016;17.19.52;2,05
03/05/2016;17.20.52;2,14
03/05/2016;17.21.52;2,11
03/05/2016;17.22.52;1,97
03/05/2016;17.23.52;2,10
03/05/2016;17.24.52;2,04
03/05/2016;17.25.52;2,15
03/05/2016;17.26.52;2,09
03/05/2016;17.27.52;2,24
03/05/2016;17.28.52;2,21
03/05/2016;17.29.52;2,10
03/05/2016;17.30.53;1,94
03/05/2016;17.31.52;1,96
03/05/2016;17.32.52;2,07
03/05/2016;17.33.52;2,16
03/05/2016;17.34.52;2,11
03/05/2016;17.35.52;2,09
03/05/2016;17.36.52;2,05
03/05/2016;17.37.52;2,12
03/05/2016;17.38.52;2,07
03/05/2016;17.39.52;2,03
03/05/2016;17.40.52;2,05
03/05/2016;17.41.52;2,04
03/05/2016;17.42.52;2,07
03/05/2016;17.43.52;2,16
03/05/2016;17.44.52;2,02
03/05/2016;17.45.52;2,08
03/05/2016;17.46.52;1,97
03/05/2016;17.47.52;2,03
03/05/2016;17.48.52;1,95
03/05/2016;17.49.52;2,11
03/05/2016;17.50.52;2,03
03/05/2016;17.51.52;2,24
03/05/2016;17.52.52;2,10
03/05/2016;17.53.52;2,17
03/05/2016;17.54.52;2,08
03/05/2016;17.55.52;2,15
03/05/2016;17.56.52;2,03
03/05/2016;17.57.52;2,15
03/05/2016;17.58.52;2,20
03/05/2016;17.59.52;2,22
03/05/2016;18.00.52;2,17
03/05/2016;18.01.52;2,18
03/05/2016;18.02.52;2,07
03/05/2016;18.03.52;2,11
03/05/2016;18.04.52;2,25
03/05/2016;18.05.52;2,17
03/05/2016;18.06.52;2,17
03/05/2016;18.07.52;2,19
03/05/2016;18.08.53;2,01
03/05/2016;18.09.52;2,03
03/05/2016;18.10.52;2,14
03/05/2016;18.11.52;2,12
03/05/2016;18.12.52;2,16
03/05/2016;18.13.52;2,15
03/05/2016;18.14.52;2,12
03/05/2016;18.15.52;2,05
03/05/2016;18.16.52;2,18
03/05/2016;18.17.53;2,15
03/05/2016;18.18.52;2,10
03/05/2016;18.19.52;2,09
03/05/2016;18.20.52;2,11
03/05/2016;18.21.53;2,03
03/05/2016;18.22.52;2,06
03/05/2016;18.23.52;2,14
03/05/2016;18.24.52;2,18
03/05/2016;18.25.52;2,18
03/05/2016;18.26.52;2,20
03/05/2016;18.27.52;2,21
03/05/2016;18.28.52;1,91
03/05/2016;18.29.52;2,05
03/05/2016;18.30.52;2,04
03/05/2016;18.31.52;2,08
03/05/2016;18.32.52;2,03
03/05/2016;18.33.52;1,99
03/05/2016;18.34.52;1,90
